"mz","rt","mca_1_l_d2o","mca_1_l_h2o","mca_1_p_d2o","mca_1_p_h2o","mca_12_l_d2o","mca_12_l_h2o","mca_12_p_d2o","mca_12_p_h2o","mca_13_l_d2o","mca_13_l_h2o","mca_13_p_d2o","mca_13_p_h2o","mca_3_l_d2o","mca_3_l_h2o","mca_3_p_d2o","mca_3_p_h2o"
"521.2","1219",1212265.64838516,1236292.01681485,1841.42376774261,25041.3985343701,16212.7357337783,13427.2127833834,9265.86121577162,29247.2846994254,94870.53174375,10748.5473047147,0,63021.5891674807,1733769.67103436,5867886.00423681,2091.09275572093,174181.897792967
"521.3","2115",625170.574666122,441431.52336222,68719.8086175373,351372.199484105,66955.1968881981,45734.6919420366,53654.5033657343,53256.4219196919,786402.599603961,574432.74463818,5813.69178490449,925997.744919043,625739.958939629,755700.650113507,45280.5211598653,199250.650173339
"522.2","171",557406.070982142,513730.728322915,1665108.95043103,5731179.07366072,219108.589040948,176271.297439453,2514480.5651875,4788686.42431035,59355.5422113778,60630.8899986529,9538.08813430972,1071296.32098958,1339048.56910156,1679863.41609487,1071622.4703683,5610869.82890625
"523.2","167",189732.79771106,141965.168180999,4240257.30775862,1569895.58244978,66524.0504550781,53005.8384779094,706022.301359376,1325718.75349138,33085.3485056116,18040.0479060582,13644.070681292,308769.81031901,407576.395302702,428098.483152995,1375769.67907366,1539682.94907924
"524.4","2274",284481.791580472,267835.062224122,11040.6878785609,65485.9602039545,143684.358067971,91494.1672457888,46820.2661666096,19171.4078723145,113196.10708037,170030.305150047,5410.32805582549,230959.895963745,395539.672856255,1055023.38335816,10859.4272499842,101371.771676331
"525.2","47",70744.9538635772,82402.2746591452,38615.7756005859,51658.6469897461,462745.236094666,350425.808638001,204526.052045766,274566.182415639,9293.56212014422,37723.1959903883,2542.14009620693,161.882775613893,25716.9083054191,63489.6256319557,5183.47859589841,4683.53067103903
"525.2","1188",507162.051012222,158293.269409569,10911.7674915351,25879.9454881839,91865.8601513663,75918.5174661951,12397.8860865367,46384.0116487,90965.2578503417,107270.975041808,1810.97483405436,19335.7418018049,956132.500854831,309306.483157404,35563.8247184808,60345.1202749395
"525.4","2275",135410.969894533,83681.4340933229,3777.58293379765,20936.3971398924,46344.2608007818,30984.5803203366,15890.7411591795,8075.89185125751,79423.9908886223,60134.5988024125,2424.16092424954,72404.4810726554,199866.803550003,320433.709187623,5822.83764256109,31849.7836528562
"526.2","49",206198.237530975,234190.260847778,26974.6889863586,70572.1609723755,184381.520880432,174143.44186875,172516.069710036,111585.866347961,68646.8952932739,124128.744951066,2139.87213701828,17432.53540194,87177.8768384862,117509.098589648,8639.61665872942,72012.0907953369
"527.2","49",366913.17765953,756204.901419545,32207.5806344604,192191.454596558,871134.764840772,760252.440414047,474006.631644974,368474.750850538,400043.022041702,714161.637528394,10728.8832221431,513710.37201623,210526.134451204,43131.4811957063,10171.9034549861,16993.0018521595
"527.2","1233",649365.063958335,244493.897803125,91998.6953162565,133669.475288627,92326.4518223348,72630.6133954733,32077.3346999608,102424.446061355,158939.34001519,187744.472517279,31335.0748309793,70604.9829944321,902487.237124401,286014.759859527,75234.4180347464,250031.722132618
"528.2","49",181729.692131836,164381.841329399,18316.4329061209,40605.3138661769,189614.543606415,162658.853009033,100352.038536301,79857.0262415612,403065.066899185,170082.40368379,4811.15277490297,120895.332841644,89836.4866910915,1619.3889709699,7491.99478213039,0
"528.2","1234",409264.441120606,68587.5328976839,31805.00988143,181892.731260938,20474.3120945977,12497.0352247537,11776.8903812468,29903.1550978442,95983.8049989386,55903.9181563668,49922.0918532148,139614.563116778,475493.060476263,86948.0410491612,45513.2922763185,67121.7870378775
"529.2","1233",304047.862049561,20177.7613651221,17593.3229127419,53359.8846140625,7302.58479236673,5974.14575078101,4117.40064180527,6964.9068229476,53588.9262489727,14661.021377142,74746.6059656702,43479.9896792769,282762.73824375,45594.0466583043,52411.9679077145,36669.8539886474
"529.2","49",78324.0807292396,49908.1046101048,17017.123292024,7275.0389136552,72987.9040485352,62499.1824290039,32988.0335673523,25477.9467201233,304118.474063644,53975.6381739807,3462.5630719283,34235.5409563065,41503.5375792806,0,5504.72735632459,0
"529.4","1827",32268.5051862669,32661.3222601319,31195.1137481689,31474.0004324341,7038.53705063222,7743.25745288552,6978.5194050517,6426.00931160824,33090.1381174104,32477.2320905682,31610.7236093903,31099.9905410153,32793.6536747591,35181.5994565767,7107.64683613238,31704.8307900997
"530.2","222",74410.3646512544,78250.8896213944,12691.9634249036,8555.68403982684,59468.3168033854,58318.6957502094,8632.30226187711,18452.1138915741,56752.8981863839,71164.609614763,0,45269.5034238281,118837.799939236,131736.092101293,191.644291871991,12013.7046888697
"531.4","2394",326518.06734192,122122.082113771,4349.22263635144,6038.58215938438,145870.296189525,24567.3077874512,32490.7000013669,37253.5309823598,226533.233438084,541007.240101167,42229.3671382279,63309.3657749329,22594.6101827749,33723.2455286702,31190.241552887,21410.2724216307
"531.3","1222",206072.351286329,2079.3896506381,15387.7507733918,543.25168947906,153.178698877419,234.019679700386,0,150.780896015901,89146.3731896035,2593.89067228391,133808.409948545,41260.6523093826,136364.044851563,2751.13268945313,78866.2776225589,20966.4807612829
"534.3","2121",305720.32259312,334075.085824215,7408.22354087513,25173.2169337457,19382.4156037393,19698.3959368423,0,452.873044570041,17189.2301124114,95076.9939046105,0,43539.1024357268,165400.160822203,220231.031619558,724.980599647257,400.92025085357
"534.2","1296",113121.154144381,90961.4395190417,26261.8347492184,19555.2161526771,2914.57946656107,1624.64205618374,6375.593914622,5795.90864096933,46530.8465789797,3490.04107137003,216722.409115834,28307.585803729,553380.921643361,5107222.59825722,195253.570017276,35025.9973378773
"534.4","2243",26738.2340645209,22025.3014205224,21016.7843683596,151809.142253908,3442.05344292529,2407.6505640618,36461.4715265621,20043.0714926364,16482.7067268027,34256.4331031809,9343.54548727628,161561.62244751,31853.2384520513,28546.6090177293,3546.6856024827,33915.5936683598
"535.3","2103",99342.0019605833,35195.214085056,183.245909916667,1111.76976181594,30367.2222539059,25407.7520039059,21771.3377698693,21101.2102043148,4064.79426422516,28866.100974343,436.370988753363,12651.1110728073,82316.341375349,56918.9317992886,3995.74206414218,620.564012570141
"536.2","2651",76788.6696046885,45814.2216974117,31525.7144067603,112291.864034596,26759.4387772311,141117.881819033,188148.504488146,234264.904101564,85291.6660896805,89329.0290055678,34579.7429568147,31440.2475010841,108613.71216079,70495.6139333253,782694.470993292,30671.9838199867
"536.3","1074",210130.444251868,95315.56626302,24335.5541469162,0,149.472451455886,0,0,0,23186.0312060269,20740.5056674299,17112.145114372,453.884442644248,121533.264688111,741286.3737,149775.970806038,0
"537.2","2652",40565.7429445318,23898.3823836912,13713.6194057313,59491.6917925143,14359.2091034405,74179.8712928171,98378.2984024779,122451.00204555,43952.9121393049,47811.9093422525,16514.2962957984,16507.5335107417,55636.4857106684,36163.1717813985,403348.853135108,13496.2825967236
"537.3","2121",10324227.5692724,10091475.5189423,769725.695463272,1524998.25611573,1271583.53571614,1194119.79863354,164615.317574964,223419.077536011,2519702.43923925,5542421.930134,8147.15774506276,2341082.2450491,6542796.10439816,6801911.52386354,17779.303795192,132885.889184383
"538.2","606",184873.627088087,147170.533072851,3280429.03335,4142051.16145582,76728.249098933,63066.4176417423,1733494.24307091,4464469.3851,28292.7401693725,32658.6317216747,0,8200.99130294638,56504.6290979005,93183.2842683196,340146.555181415,1238643.7091789
"538.3","2121",3566347.0252981,3035220.05202184,346709.736706636,434118.285865174,366069.315118813,354609.095137258,36065.2059918034,48031.0520745032,1018728.22529972,1631301.98706791,2687.08885387252,681915.69017204,2688931.84461289,2051948.29008728,8453.31725107629,40271.914718628
"539.1","2067",68306.0494656356,105595.595803296,238196.948158597,268292.741551169,10293.3283919319,537.104336042484,38588.8120212381,17798.0599943275,9656.13496496193,26985.2794036865,32277.5763671486,56931.8403875747,193017.211521841,53159.5403386676,8530.9075559347,18924.4710279855
"539.2","606",64534.0798265625,46301.2463654296,1026505.94921875,1139065.44065129,23516.9277259753,20120.1320320846,488304.218854415,1230419.3814375,9694.45369542312,11247.1601136007,0,1933.98803011703,25655.6007561948,38698.3955586068,108627.539474487,352362.963837304
"539.2","1484",151899.199897084,136120.423524306,17694.3749524034,21394.7498562203,89959.9834336415,90936.2946210477,21993.9530107802,34879.2263164493,52374.5066660154,62394.8234161971,0,17367.9587960419,108662.859709821,74158.3695669919,18459.7125448168,55000.0092919919
"539.3","2177",358293.25863556,428136.996575329,201229.049463919,70293.8962323864,58949.8766514222,56920.8846682626,49233.9265038629,53458.4169699929,95596.1633749843,394671.55860352,612.950215015666,473039.105608588,396562.556601562,562143.684173286,1918.47916009963,4272.78145992687
"540.3","2158",178733.635995484,131488.049901813,136179.04637864,21884.6592186796,19381.6365875521,19370.0063555737,14146.545353659,13565.4605323833,71221.2550009579,138365.958893668,0,145620.015323436,234046.6603957,181000.896635301,195.730325111324,1008.58870896319
"540.3","2060",309955.544891353,224305.590195985,34998.3072392288,76075.1311925257,20045.1202580691,15014.2399785865,10213.6149561651,13033.6375619434,356219.888941614,172007.354359695,843.579416495446,94505.0006496963,275767.812875579,739056.473064976,28283.3134689599,74549.2201511562
"541.2","601",16825.6646440046,28156.4392936707,65052.4299987398,61461.258878906,60408.6654273924,10821.9795610739,23139.2439028226,48952.3512867188,23627.6642752076,88599.2068479091,0,82254.9170578125,65222.6458532714,14067.7954411035,10190.2708757772,22136.1948091947
"541.4","2284",29410.4597759329,23389.3395158035,1407.76518904628,5084.11691479224,26255.8897290525,29900.1073805598,2495.08010465841,2879.76415860481,20032.3512500398,21481.8066005996,2967.03870723993,39301.3149058589,28609.503977865,24238.4320605469,2682.71042173758,5340.15939814401
"541.4","2410",56664.4841953118,37375.5766992193,2389.18429692233,8973.82481218196,52493.6728261226,61332.1897031258,6498.87982337092,6693.03921830494,26841.7193507816,27657.1004240476,7202.41929546734,13281.8708890387,34106.7824288083,29405.8062279503,5803.77066499276,6989.58129757019
"541.3","2120",88490.6882208999,28745.9548775387,180948.969079681,5000.97461005819,10028.3447713413,10418.2609314318,166.447773551527,318.293027271108,56078.4376548,53437.4013612192,311.281066401923,36378.7013923833,83005.7277164055,47335.5408203877,6281.97478437387,224.941645455573
"542.3","2118",230120.472488843,216047.336614118,241907.941436668,139633.666517747,37678.4954558751,23742.1563528839,28947.8050223237,27056.5744858196,247460.955144318,234147.455643578,1876.85704283488,411974.287075189,190922.270597431,324150.801368926,25344.9834195872,76174.3813560883
"543.1","48",6755422.47447326,11642799.6196362,100500.542538047,3554650.06697308,10211612.7971219,10040584.4268457,6004303.38292236,6066806.84418775,2662206.44071014,10131485.9425928,24363.4006299683,4796574.04732452,5710920.39366848,1862961.18490356,46902.3631642588,108522.644120068
"543.2","1382",222676.300381315,276734.82399119,278235.212234934,562298.67286164,145192.042458555,74980.8019088532,120463.369000211,166960.245684814,31932.3642620671,106300.958648108,347.954693846084,590008.130836686,128698.613127789,68274.1291854362,134948.271580404,359486.146814233
"543.4","2316",476340.481208987,278129.159936948,5341.99366587825,28870.7706461735,951697.896296868,931218.189179694,18337.396982628,15096.1808648196,108447.718697414,99523.1179470501,2743.83371817002,30773.1059692384,135208.959179689,134475.351751803,4160.56029252014,14387.4657268774
"543.3","2119",129958.259796697,100359.082241379,200403.00752394,44735.7938010218,1880.80626012415,0,10648.5139091072,10461.4116886057,140671.939672311,82223.5085736978,2745.87032138239,128956.931219514,120569.338755187,126462.185546873,12714.3056053549,24341.3372773002
"544.1","48",3361041.26786865,2604429.8421579,30102.8235481747,729385.613737475,2112852.86440613,2084052.58739044,1222169.29811462,1249001.22158999,2820219.39564102,2486046.44938031,6001.53597803742,1103819.66511887,2710009.60085704,401577.022717609,17414.1545742118,22686.4507343664
"544.2","173",85552.5129785156,90074.318183245,200669.639481812,597278.07733367,23279.7580944467,24543.5001191003,323146.4201875,540571.412102051,8595.40325996467,11976.3641966291,148.80407531766,161932.309549386,115331.13621303,67214.3251851234,210.125425903979,336405.029898438
"545.1","48",1809792.49648773,1439052.12340301,26405.6215581163,413847.387714386,1226115.37849136,1208363.97233643,712877.381965942,726627.287114151,2211368.3287262,1303136.84202281,5686.85050376841,594564.808213209,1439218.87673425,227299.048378186,16856.3005944627,10968.2244062724
"545.4","2279",910935.737446295,577869.256769152,7676.43007850199,43957.4243607955,1309627.65171873,1265497.67520311,39512.1639780714,27245.6276378745,325686.803018465,261635.803676473,3603.03721606727,34532.2199345698,462137.146224978,244739.926670861,5699.59222588497,23246.9283155331
"545.4","2163",478814.848578638,321250.894202585,80269.2310238395,24423.0437955353,433664.16630469,405887.692437503,16966.0285798077,16997.0260254945,173114.871756465,99602.1404802864,662.643433352344,17612.8694534947,309916.927632808,183906.006486895,2489.08364328884,13737.0302194377
"546.1","48",710995.446610565,276485.045039062,11700.8446197477,84343.6046466064,228326.969313812,227054.988980713,136438.822897797,140435.268884582,1520546.65497574,269221.166521474,13661.83609103,122901.932720788,535187.656970374,257182.214139654,8931.84489973458,127865.566412699
"546.4","2278",477874.696304691,357227.012898432,157552.597851561,173041.149222242,511080.117843743,491625.024375002,54023.7209760396,50372.8376540806,301555.871540947,241357.44893241,158495.99468262,182984.541059022,340556.100808195,280053.029255024,41328.8236584494,167588.171054682
"547.1","48",305049.658779721,78529.5122094726,8154.84357940983,25594.5690019226,72795.7702098633,70111.7051316834,45184.3220693848,44369.8080551147,959462.813745117,70571.3169550324,7692.64455090392,115235.340022468,205243.094073486,285947.812796631,27562.0100599206,55639.7820622306
"547.4","2278",136660.733663792,102826.608168103,53329.4059776471,59143.3222243932,131363.210671873,128967.960640753,22033.9413248003,20518.7333972403,108110.34716056,84169.614666923,55681.8745458994,62081.3420963522,117865.850265067,96681.5689930548,19774.3326131201,56808.2304416215
"547.2","1083",18085.1038080619,12297.1916902623,41126.3855804445,64786.9742335856,32610.4844179684,26622.792084961,15993.7900004287,14896.0866621891,29439.2791521621,91774.9782375001,163.729838056036,64611.4119809667,13156.7242611724,0,128979.640087889,31553.2216334418
"548.2","49",138256.92079422,16704.8387538496,13453.1449865981,0,20754.2266130888,17223.4517434936,16064.0511490723,2293.76609794071,597068.914551544,11733.4539250412,3956.63635337141,1888.01986569701,78027.8050058816,99709.3797052557,27427.5850921875,50998.6028276825
"550.2","725",39380.1926238283,117726.261086425,15491.572813231,45105.3589544679,174.061451871021,0,4462.94400759303,2313.79880758192,11441.9687215724,29999.7335351562,0,19492.9559382568,51138.5145895387,170524.874784375,2023.57195423195,75615.2930765625
"551.4","2278",68099.3185373258,66959.8229980465,68077.0061697811,68051.919615885,67562.5121883134,65887.380282119,61492.7474618097,61176.4333029523,69846.6966297737,67558.9397949215,68467.9409838879,66787.1532649719,69572.4904448795,69155.529609376,69400.3186501746,68655.1660720464
"551.3","1140",66735.5812343256,76744.6473884768,4973.98543817154,4022.02229822662,424670.844364455,477883.721861851,7563.39696744134,95856.6218554691,40046.006078726,31824.4759229451,1617.5670393372,1944.23375367676,127166.215982814,445146.75400541,25871.8442441941,4675.92351591553
"552.2","636",156119.502344238,121657.00771875,2083244.37063748,2747521.770525,53171.6440911397,45344.6168882813,1585076.77688177,2728420.50140157,27359.0157183837,33884.0783015625,0,11897.6965494919,116649.492659912,174077.985215625,324267.442678123,914001.58670625
"553.1","2121",243622.656853377,247029.767869072,41073.8568551192,77986.6205249991,49044.9677155892,16576.5332549786,269515.366657468,243707.987082824,114979.219456504,191808.431537185,63599.3337928392,91510.8616938647,193322.542092929,147420.933467106,109595.58903107,205692.674851227
"553.2","636",54637.0268730467,46341.9036012621,687765.221571087,786788.811075,17505.3131633969,17485.0244916632,466669.587101865,786868.923491018,13562.5134287452,27200.7589815336,0,3427.15363329828,65667.0872173606,67444.9534274412,121718.764190624,270948.389746875
"553.3","2452",23930.2181320316,16667.3027630125,163.9103077459,178.796994177979,60716.0067383066,53338.5351997363,57139.4411620332,64316.134314843,9793.01127628377,12060.5754035953,3787.22886768712,2234.80112950645,24690.2630126954,51460.8327140632,52421.9437582025,337.818092396629
"554.1","2122",85330.1542322212,76894.5504128498,48133.7101960754,59831.6242918397,0,0,92742.8061683707,83695.2660009765,0,63689.5716077591,24160.9728831482,30299.5152115884,74143.2774379872,45029.8453868574,40193.4002911387,71741.8841699983
"554.3","879",72632.1588648928,97276.7465389164,31144.4189146296,81533.5253695313,26987.6965727587,27413.2483512056,51285.9495719972,164481.947310937,10022.0512135699,7320.85313428713,0,4776.62799645445,70035.7815550233,44467.8945626949,3515.07785362158,40588.7177740243
"555.1","2081",74072.9368333907,211662.490800354,1556411.65869324,1354462.17311883,43037.4350315106,16777.7132267837,1100316.460491,376715.015589285,5946.97404958132,10834.3843054314,27948.8596998188,154934.33491616,376666.778114921,138162.976985104,276482.711201782,752141.116691885
"556.1","2081",24487.3082424001,72249.6331221861,600307.498725897,433328.042538314,14241.1668460456,5880.19425066546,365643.00061714,123594.72012634,20983.1610177239,3699.36430827787,12311.8552573226,49227.8799257549,129780.20793298,49356.8971464214,117413.911932678,246162.938112843
"556.2","571",70930.0299492464,85245.7650287336,39872.7025874024,79781.151346875,46799.1421440974,34166.3075827462,70255.9808648006,127127.776516927,1276.76254430429,0,0,307.040750139298,24385.6147903658,11787.971745725,6745.16972294138,19968.236964271
"557.3","1130",218357.33529576,380355.121034485,14924.5106096164,49209.1993992399,41036.745716146,28434.1667005268,4070.4547337435,18092.8702462333,34572.7149137372,22199.3661035982,0,94332.8755751394,535241.527300343,506812.052246091,15884.4159938232,101946.837881673
"557.2","664",32003.5855982209,77637.4972521972,31079.4648472594,36922.2323009765,8378.33107071556,8255.94054775054,9035.85830847967,10008.8257055128,31769.25364292,25399.4999179688,164.82686755064,15628.0508885587,73498.038065643,30269.5513577926,19070.6238415284,44851.1778968996
"558.8","41",26797.7625861392,32669.149808668,2019.44253835192,98587.5116409884,23670.4777609576,16432.9407018474,9598.31003517727,12323.5452628227,21082.7996611753,66807.1821315394,18713.7645156797,27819.648008494,24186.0481147036,37233.9905630493,23996.8988765717,120393.82767748
"559.1","2488",144826.979599453,162350.27733902,177114.465922857,178914.421965638,493742.693390619,433971.219058217,386475.5057129,413277.903565054,98724.0151341275,140664.36022583,340392.8272583,284901.958682557,130377.581873017,120978.867105561,761304.690992413,203982.646114502
"559.2","1137",637.964088385256,4758.4284666793,24274.1649243597,53445.4975510818,12226.5652047937,10176.3885433282,28149.8452453126,41082.0502790721,7250.18177225285,16515.7023661778,23461.1620358979,71892.1838197268,106112.121716871,7728.46969972964,51621.3242893625,58742.5799540205
"560.1","2488",74380.7154592523,84234.4113546755,90604.6932468762,91010.888494034,249300.691273193,218719.151713252,199002.501013189,208299.778157038,37165.6318052684,70650.4251046884,174956.881038818,147800.250208741,64748.2080736543,62074.6155349733,383971.652164297,103644.194680176
"560.2","605",105673.062596435,106229.171419373,1155251.0630296,1631742.97894831,94074.2047693806,80714.627086698,1008173.9210243,1621184.40954861,18626.4023989747,33115.1832585938,0,7540.26150667692,27300.9214730071,20154.4030696481,285501.888655599,779676.629475589
"560.8","42",12034.8284877985,13088.6319229789,3034.24623241521,104290.681619797,9037.84592777414,6354.55497598353,3982.27761815528,5316.43022187081,10858.7596022764,31049.3603915007,6716.15403999312,100009.696942083,13141.0287139893,22599.9075985248,2699.20460089545,100638.928076517
"561.2","1016",199199.024992675,199275.178469238,753765.517613815,945207.547207029,171619.697464454,148342.84054629,430650.495984379,244622.631590627,335461.349833234,663276.75333534,33974.2144945311,1013308.76702975,89591.5033769529,22704.8421245346,781438.905822659,1563544.25095052
"561.1","2488",54777.5586503169,60085.1062012483,65331.1846816415,66614.7540776826,182559.001499998,160018.976192318,141774.811506351,155108.537019192,105651.277503876,52092.8902920532,125922.455492859,105139.390184326,47866.5978593446,46087.4793143464,277546.688666375,76620.9910992431
"561.2","604",36351.1140046873,29884.9279193116,349745.614343261,451819.951929085,29091.4500841595,23604.2242312619,291629.834778645,460284.892031249,6308.8539504738,9574.88438819787,0,2750.53809174484,9429.69753194711,7318.45649769683,92746.0540767416,221656.57094004
"562.1","2489",21261.6371477503,21318.7468857193,23969.1977772061,25522.9818947394,65703.0223781242,57318.432870482,52883.2411395277,58342.915790771,0,20082.451202354,45966.7149649047,38294.4762247468,19218.1311226836,16858.4816740041,100410.001490476,26944.5231457014
"562.2","1025",60912.6358749387,58805.0873992919,214772.036521562,271789.320619742,51396.1534164553,45752.0012244142,121279.718293946,72130.7926000981,115030.700994592,196593.711767579,3936.46283643908,285387.738303786,31386.2458405011,10561.3973423926,238612.138377406,432818.142395833
"563.2","1025",19085.7912747149,18346.3946103089,55704.0514920049,71232.7715779614,14906.5381390458,13244.3096031055,35506.2983799912,18661.0784645644,37605.5064567684,51314.1697329004,24384.7307383609,75516.1075980049,13466.1170720447,8041.43518656444,59459.5272629885,113355.506281389
"564.2","750",402970.030228123,972318.988845706,7044.37238395807,21139.6314974853,8535.60336503544,10988.873329346,4493.83259936121,7771.07346412344,50602.3370981072,96272.3440546875,0,72222.01779375,334002.394303125,660167.609094139,4415.89905682738,51937.1141711424
"565.4","2430",973490.48640325,865771.848731952,64036.3260199647,57608.7837552587,42430.7154615774,15124.3977516648,1451.56293783623,223.756188622316,394955.324170674,668845.121204913,14881.9737658923,117532.495734371,729846.584776897,1136420.46643633,1752.71766300939,69197.8271419249
"566.3","994",93581.2816497074,78625.6112619138,101123.76043837,86662.6385156255,40233.5501950194,28430.6743339657,31333.4069869291,55653.4448074175,108735.238640624,62264.9142270601,5746.4544965075,82324.8964472848,98268.2608807608,20618.4968676523,141196.791228027,309701.653384166
"566.3","642",61892.430179672,43480.6193151856,1627494.5812125,2123971.3529297,20412.4930147706,21602.4903694335,1772307.086175,2396639.34977162,14393.3373174112,6820.0480157507,0,7569.31831721482,10386.931450707,12556.5852258952,407762.298704879,968425.37576016
"566.4","2430",424863.006456583,377300.169402035,27963.2952539724,26471.0710717541,19735.2730343623,7345.99340000746,549.540923676954,342.738208590229,177098.805112681,292747.47755408,7631.09232917748,53576.2956234355,314945.789913286,490285.302505273,326.012093975953,30682.8218168492
"567.1","2166",12871.3065217959,22075.0990832514,69580.6514673616,81323.3796936016,9125.99239210541,2839.18603696175,56717.255581514,50423.3777179681,2101.44930616033,6194.22324812807,1675.93715631232,21980.0655992884,45871.0802784696,27359.9501453991,21937.6087921878,47927.8920342037
"567.3","972",32986.8072793214,24334.6436355722,46852.7185431842,70221.8401640021,8149.2710053538,7011.54448222313,12449.1619518316,19238.8672295337,40094.6550890623,20086.3221771972,1144.01390065668,27341.1107786053,35561.5071656252,0,47605.3695056621,97638.9194218567
"568.3","877",226197.486951563,244023.472592469,1484966.28199218,1839027.96801563,63962.1090960942,60661.4389756346,749806.870123826,2310815.05447501,26911.9878866456,20328.7524421875,0,6463.00462988011,128769.757156982,125439.188208008,740851.779871875,1840990.32207031
"569.3","878",76863.1403256622,75921.3413475452,481825.399108885,550477.927880861,20990.0986494142,19097.1713019287,230635.656340136,692506.084795315,73725.118760742,146536.445098643,0,1172443.0206,41799.8292730712,39284.3738996235,245896.785721875,534509.567619976
"569.1","2122",53939.637389701,59986.0745548219,27987.7816671158,34153.3820656411,2839.16312733231,4289.15928029476,30307.2402115528,10995.3072725964,13811.4858608409,43592.4979243092,29546.5608876099,432972.471322633,51016.5481422037,35807.9352118863,16593.8846636582,41936.4606912232
"570.3","909",25185.5241448974,25141.4571084594,121550.933623535,122968.102705664,155.997048397259,0,0,156714.306733351,80852.0083162747,58562.093723004,0,443143.791965625,131551.250830224,457024.840986329,63457.6871953125,313727.616675
"570.3","557",115058.768895704,107555.99578993,38845.0547899686,148021.472208659,104792.524192593,79706.0637189596,262131.840069444,202646.777295259,606.583900642255,188.954114103369,0,0,91897.0469295248,22184.88746521,7511.30785112618,42265.3577681221
"571.2","619",82239.1954541015,124933.972585144,24520.8862874999,71107.9804652342,66309.6159773438,29892.8932758038,52892.9031738279,21826.5441558837,105172.529635547,283397.401872747,0,312524.78236875,191016.61126875,88595.8431234743,3187.21435498838,42782.2562808104
"571.3","909",159878.043000879,152799.607251563,33346.6704149413,5554.50046747583,64721.5884509764,58939.4776218748,358.835985997147,30552.2675012971,85055.1772253904,40466.0423578462,0,96680.7701625,204761.623441113,98687.6905203687,17655.1827609375,72190.6555476563
"571.3","558",49785.7756742037,29232.0152859375,38269.2901034011,45601.8817903961,32404.9540701731,23787.6791918946,81627.1769060407,62486.237966056,233.139832814699,0,0,0,44214.4107706706,0,9463.54352338045,8437.71923704002
"572.2","666",44489.7212341308,71262.121521533,5247.37000810577,11802.2075626391,23737.3975627076,5995.86448611076,5537.79362706695,5999.79881867197,60381.9557850588,43433.260012207,0,39701.4929174421,74791.6577815432,0,1751.24156913662,27711.8670304687
"572.7","39",107918.983123567,94727.7566083692,63330.7485208774,92195.9648567859,101161.884631737,112839.305319115,93653.1577865991,122594.36816128,54687.3395675792,83942.2507426917,47580.5520239991,36022.6562760232,112920.15554316,145521.799193513,94529.4607556503,120662.609244274
"573.2","1291",22558.7643768709,47546.014081358,55085.9809762577,84186.331495225,17466.0574974794,14148.3758770077,30192.7449587675,24499.467184884,29943.8346305336,75063.3573747911,0,113686.716675646,59818.0747686764,22900.0045112511,47784.2601236981,111965.558157551
"573.7","39",21743.1388249671,19260.9804662555,16365.3063826405,19915.2121255107,27828.7377529509,28565.2230263353,21787.5506326427,29143.1540397312,9501.46723382896,18694.4177393272,9068.90060615793,6397.61267732036,24174.4845572454,32662.6528326416,29150.3939000078,24737.8881944691
"574.2","634",46876.9148226561,38903.7334759521,549383.57915625,679743.412326565,49315.338101525,50169.7300893931,596344.290714842,743869.71166875,39788.14854375,23496.1503057066,0,6806.78435992103,16178.1809083213,6063.94517903456,173833.676212815,286062.513665625
"574.7","39",63100.1938972938,57629.7837056699,42541.0776440695,54479.4315845429,71249.6945201111,76301.9471056366,67259.1895095062,82730.6400461744,32608.9042379483,49778.900826416,28624.7222830333,18108.3798749325,66908.1297973898,85456.9905872378,79923.6887772716,72651.8520286144
"575.1","2489",17435.6667368312,21860.3850778199,25290.1720075988,23879.1240886918,34224.7023304683,28413.6094113915,28681.2167490238,30059.1729147214,313.658327175331,16965.9256309672,43675.4547164057,44332.8805254365,15062.2302012635,13512.2119676065,42743.6926753225,25413.1336818553
"575.2","1055",9059.47354711946,8086.64773112879,240564.439656373,285171.77218474,4557.30505017538,4103.81330243942,85294.5543356325,25844.3073526649,8680.74798216168,43490.4255123238,23650.8135525513,189494.08237984,56604.6465741431,15093.0395493311,176673.228114624,285378.774810792
"575.2","1175",37494.9351500527,34795.5136898438,84724.3381535159,145638.628228664,23681.0380230466,16466.8667522499,42336.7058878724,23696.3007177481,22905.4201001161,37812.7273757813,0,130711.005450878,42638.3114417445,46131.5518096162,61917.6025307994,94142.259903516
"575.7","39",11867.2413077446,10767.5508860978,7754.17580423718,14681.5131868047,12100.331470219,14696.450096064,13332.3027932341,15916.0092249597,4493.37314948643,8945.19455670177,5888.92512752123,3581.13336275512,12769.3876635881,15364.8072530947,15242.3218405151,14124.298454923
"577.2","1032",28228.4676104737,51300.6702398444,35056.3427811039,45563.6908651498,4770.13782212554,4880.94241556035,13444.4897567627,7855.73373319637,17112.2029776007,33895.223125,0,46560.7668464073,5798.65472034131,15124.0360199692,21678.532886916,50773.3126639811
"578","230",296675.529113421,339048.942731584,5477.16534851323,0,142908.955858436,63766.8135464243,0,0,81688.7041189236,90261.3029188367,0,0,662364.641148437,933026.062834823,0,7636.80001505828
"578.2","573",23310.7492856597,24258.6987493896,11542.3920950323,44646.6051135253,33187.2147260201,26958.9526572091,32914.2470644777,59969.7710329495,1044.58598175961,170.816933621277,0,21711.8790561676,3695.9582270948,4939.44978782341,23828.2489995399,112905.27830039
